Reactant_1_Name;Reactant_2_Name;Ligand_Short_Hand;Reagent_1_Short_Hand;Solvent_1_Short_Hand;Product_Yield_PCT_Area_UV;Product_Yield_Mass_Ion_Count
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;K3PO4;DMF;12.07;9191.04
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;K3PO4;DMF;88.27;154396.18
6-Iodoquinoline;2a. Boronic Acid;AmPhos;K3PO4;DMF;82.92;45551.54
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;K3PO4;DMF;80.35;138472.62
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;K3PO4;DMF;66.72;36134.24
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;K3PO4;DMF;83.56;135438.01
6-Iodoquinoline;2a. Boronic Acid;SPhos;K3PO4;DMF;59.91;34907.44
6-Iodoquinoline;2a. Boronic Acid;dtbpf;K3PO4;DMF;56.67;75552.85
6-Iodoquinoline;2a. Boronic Acid;XPhos;K3PO4;DMF;57.98;30386.12
6-Iodoquinoline;2a. Boronic Acid;dppf;K3PO4;DMF;71.55;94954.97
6-Iodoquinoline;2a. Boronic Acid;Xantphos;K3PO4;DMF;25.46;16506.38
6-Iodoquinoline;2a. Boronic Acid;None;K3PO4;DMF;38.04;66319.97
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;KOH;DMF;49.99;27470.25
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;KOH;DMF;92.73;166122.58
6-Iodoquinoline;2a. Boronic Acid;AmPhos;KOH;DMF;90.14;49324.98
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;KOH;DMF;90.79;155019.49
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;KOH;DMF;67.92;34833.66
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;KOH;DMF;92.7;133287.6
6-Iodoquinoline;2a. Boronic Acid;SPhos;KOH;DMF;85.37;44937.11
6-Iodoquinoline;2a. Boronic Acid;dtbpf;KOH;DMF;81.9;111816.83
6-Iodoquinoline;2a. Boronic Acid;XPhos;KOH;DMF;66.05;35130.88
6-Iodoquinoline;2a. Boronic Acid;dppf;KOH;DMF;70.99;88500.48
6-Iodoquinoline;2a. Boronic Acid;Xantphos;KOH;DMF;65.81;34281.15
6-Iodoquinoline;2a. Boronic Acid;None;KOH;DMF;47.69;76376.26
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;LiOtBu;DMF;76.2;43369.15
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;LiOtBu;DMF;96.42;158268.98
6-Iodoquinoline;2a. Boronic Acid;AmPhos;LiOtBu;DMF;94.57;53912.52
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;LiOtBu;DMF;92.8;162166.8
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;LiOtBu;DMF;73.68;40603.6
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;LiOtBu;DMF;94.57;147687.47
6-Iodoquinoline;2a. Boronic Acid;SPhos;LiOtBu;DMF;86.08;50089.22
6-Iodoquinoline;2a. Boronic Acid;dtbpf;LiOtBu;DMF;83.96;112543.28
6-Iodoquinoline;2a. Boronic Acid;XPhos;LiOtBu;DMF;75.29;40350.89
6-Iodoquinoline;2a. Boronic Acid;dppf;LiOtBu;DMF;34.87;48423.89
6-Iodoquinoline;2a. Boronic Acid;Xantphos;LiOtBu;DMF;51.77;30234.58
6-Iodoquinoline;2a. Boronic Acid;None;LiOtBu;DMF;54.2;87437.42
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;Et3N;DMF;82.54;43008.13
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;Et3N;DMF;87.27;143517.49
6-Iodoquinoline;2a. Boronic Acid;AmPhos;Et3N;DMF;80.07;42628.23
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;Et3N;DMF;62.34;109222.09
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;Et3N;DMF;60.03;32436.06
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;Et3N;DMF;79.46;126737.96
6-Iodoquinoline;2a. Boronic Acid;SPhos;Et3N;DMF;52.43;29331.88
6-Iodoquinoline;2a. Boronic Acid;dtbpf;Et3N;DMF;49.28;64657.11
6-Iodoquinoline;2a. Boronic Acid;XPhos;Et3N;DMF;50.85;28004.07
6-Iodoquinoline;2a. Boronic Acid;dppf;Et3N;DMF;56.78;72356.46
6-Iodoquinoline;2a. Boronic Acid;Xantphos;Et3N;DMF;16.03;11147.51
6-Iodoquinoline;2a. Boronic Acid;None;Et3N;DMF;24.49;43948.02
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;None;DMF;71.32;38072.7
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;None;DMF;84.47;157256.08
6-Iodoquinoline;2a. Boronic Acid;AmPhos;None;DMF;78.24;43804.99
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;None;DMF;66.87;114426.8
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;None;DMF;56.86;31249.35
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;None;DMF;72.38;121450.13
6-Iodoquinoline;2a. Boronic Acid;SPhos;None;DMF;47.9;27247.64
6-Iodoquinoline;2a. Boronic Acid;dtbpf;None;DMF;47.67;64955.46
6-Iodoquinoline;2a. Boronic Acid;XPhos;None;DMF;48.25;25427.03
6-Iodoquinoline;2a. Boronic Acid;dppf;None;DMF;60.42;92085.21
6-Iodoquinoline;2a. Boronic Acid;Xantphos;None;DMF;1.61;13127.36
6-Iodoquinoline;2a. Boronic Acid;None;None;DMF;27.8;51307.41
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;NaOH;MeOH;86.11;51075.44
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;NaOH;MeOH;93.65;193528.05
6-Iodoquinoline;2a. Boronic Acid;AmPhos;NaOH;MeOH;92.07;75732.34
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;NaOH;MeOH;93.78;259620.04
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;NaOH;MeOH;91.83;65070.71
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;NaOH;MeOH;94.15;241112.09
6-Iodoquinoline;2a. Boronic Acid;SPhos;NaOH;MeOH;90.26;74048.93
6-Iodoquinoline;2a. Boronic Acid;dtbpf;NaOH;MeOH;88.43;312194.5
6-Iodoquinoline;2a. Boronic Acid;XPhos;NaOH;MeOH;91.45;79861.71
6-Iodoquinoline;2a. Boronic Acid;dppf;NaOH;MeOH;91.57;274855.3
6-Iodoquinoline;2a. Boronic Acid;Xantphos;NaOH;MeOH;82.59;74288.44
6-Iodoquinoline;2a. Boronic Acid;None;NaOH;MeOH;90.05;198483.63
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;NaHCO3;MeOH;71.72;56417.09
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;NaHCO3;MeOH;93.82;270107
6-Iodoquinoline;2a. Boronic Acid;AmPhos;NaHCO3;MeOH;92.52;84189.47
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;NaHCO3;MeOH;92.43;262022.45
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;NaHCO3;MeOH;91.08;78096.73
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;NaHCO3;MeOH;93.13;265068.25
6-Iodoquinoline;2a. Boronic Acid;SPhos;NaHCO3;MeOH;86.63;72894.85
6-Iodoquinoline;2a. Boronic Acid;dtbpf;NaHCO3;MeOH;75.01;203483.57
6-Iodoquinoline;2a. Boronic Acid;XPhos;NaHCO3;MeOH;86.36;76176.73
6-Iodoquinoline;2a. Boronic Acid;dppf;NaHCO3;MeOH;89.63;257820.09
6-Iodoquinoline;2a. Boronic Acid;Xantphos;NaHCO3;MeOH;53.62;44054.15
6-Iodoquinoline;2a. Boronic Acid;None;NaHCO3;MeOH;88.8;162931.82
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;CsF;MeOH;75.91;72956.43
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;CsF;MeOH;89.29;247563.48
6-Iodoquinoline;2a. Boronic Acid;AmPhos;CsF;MeOH;85.76;76890.14
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;CsF;MeOH;88.01;239691.83
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;CsF;MeOH;88.6;78510.39
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;CsF;MeOH;90.39;260875.07
6-Iodoquinoline;2a. Boronic Acid;SPhos;CsF;MeOH;65.6;49015.62
6-Iodoquinoline;2a. Boronic Acid;dtbpf;CsF;MeOH;67.45;192202.3
6-Iodoquinoline;2a. Boronic Acid;XPhos;CsF;MeOH;77.72;54886.04
6-Iodoquinoline;2a. Boronic Acid;dppf;CsF;MeOH;82.99;223271.24
6-Iodoquinoline;2a. Boronic Acid;Xantphos;CsF;MeOH;32.32;33067.74
6-Iodoquinoline;2a. Boronic Acid;None;CsF;MeOH;75.07;163976.54
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;K3PO4;MeOH;91.29;55806.96
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;K3PO4;MeOH;96.74;253635.7
6-Iodoquinoline;2a. Boronic Acid;AmPhos;K3PO4;MeOH;92.82;61787.17
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;K3PO4;MeOH;96.3;200502.73
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;K3PO4;MeOH;93.73;54160.68
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;K3PO4;MeOH;95.37;188475.82
6-Iodoquinoline;2a. Boronic Acid;SPhos;K3PO4;MeOH;91.37;52994.37
6-Iodoquinoline;2a. Boronic Acid;dtbpf;K3PO4;MeOH;88.13;181065.3
6-Iodoquinoline;2a. Boronic Acid;XPhos;K3PO4;MeOH;90.79;50908.95
6-Iodoquinoline;2a. Boronic Acid;dppf;K3PO4;MeOH;92.3;148544.72
6-Iodoquinoline;2a. Boronic Acid;Xantphos;K3PO4;MeOH;67.92;38606.87
6-Iodoquinoline;2a. Boronic Acid;None;K3PO4;MeOH;91.21;136725.43
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;KOH;MeOH;92.06;69265.65
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;KOH;MeOH;94.47;211503.37
6-Iodoquinoline;2a. Boronic Acid;AmPhos;KOH;MeOH;92.08;73732.99
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;KOH;MeOH;92.52;257304.87
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;KOH;MeOH;91.99;67283.15
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;KOH;MeOH;95.06;248421.54
6-Iodoquinoline;2a. Boronic Acid;SPhos;KOH;MeOH;90.53;65201.29
6-Iodoquinoline;2a. Boronic Acid;dtbpf;KOH;MeOH;88.18;208320.92
6-Iodoquinoline;2a. Boronic Acid;XPhos;KOH;MeOH;90.57;57284.79
6-Iodoquinoline;2a. Boronic Acid;dppf;KOH;MeOH;92.25;258651.74
6-Iodoquinoline;2a. Boronic Acid;Xantphos;KOH;MeOH;65.8;48418.23
6-Iodoquinoline;2a. Boronic Acid;None;KOH;MeOH;90.79;147834.23
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;LiOtBu;MeOH;94.01;61064.2
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;LiOtBu;MeOH;98.69;203351.47
6-Iodoquinoline;2a. Boronic Acid;AmPhos;LiOtBu;MeOH;93.28;59586.35
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;LiOtBu;MeOH;92.97;170752.11
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;LiOtBu;MeOH;92.65;53626.28
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;LiOtBu;MeOH;96.04;163696.91
6-Iodoquinoline;2a. Boronic Acid;SPhos;LiOtBu;MeOH;91.75;57009.41
6-Iodoquinoline;2a. Boronic Acid;dtbpf;LiOtBu;MeOH;90.33;152044.9
6-Iodoquinoline;2a. Boronic Acid;XPhos;LiOtBu;MeOH;91.45;49474.29
6-Iodoquinoline;2a. Boronic Acid;dppf;LiOtBu;MeOH;93.05;169938.94
6-Iodoquinoline;2a. Boronic Acid;Xantphos;LiOtBu;MeOH;77.63;46999.9
6-Iodoquinoline;2a. Boronic Acid;None;LiOtBu;MeOH;91.82;145634.6
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;Et3N;MeOH;81.58;62513.03
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;Et3N;MeOH;89.8;225584.73
6-Iodoquinoline;2a. Boronic Acid;AmPhos;Et3N;MeOH;86.54;70522.57
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;Et3N;MeOH;88.06;207004.27
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;Et3N;MeOH;87.76;58200.21
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;Et3N;MeOH;89.09;165154.88
6-Iodoquinoline;2a. Boronic Acid;SPhos;Et3N;MeOH;72.51;45810.72
6-Iodoquinoline;2a. Boronic Acid;dtbpf;Et3N;MeOH;72.45;171177.88
6-Iodoquinoline;2a. Boronic Acid;XPhos;Et3N;MeOH;73.77;44407.26
6-Iodoquinoline;2a. Boronic Acid;dppf;Et3N;MeOH;84.49;170104.44
6-Iodoquinoline;2a. Boronic Acid;Xantphos;Et3N;MeOH;57.41;39306.84
6-Iodoquinoline;2a. Boronic Acid;None;Et3N;MeOH;78.39;130148.83
6-Iodoquinoline;2a. Boronic Acid;P(tBu)3;None;MeOH;59.54;43943.77
6-Iodoquinoline;2a. Boronic Acid;P(Ph)3 ;None;MeOH;46.28;72843.99
6-Iodoquinoline;2a. Boronic Acid;AmPhos;None;MeOH;72.03;48041.51
6-Iodoquinoline;2a. Boronic Acid;P(Cy)3;None;MeOH;73.65;164498.55
6-Iodoquinoline;2a. Boronic Acid;P(o-Tol)3;None;MeOH;68.96;49391.6
6-Iodoquinoline;2a. Boronic Acid;CataCXium A;None;MeOH;72.18;152424.04
6-Iodoquinoline;2a. Boronic Acid;SPhos;None;MeOH;48.82;38393.32
6-Iodoquinoline;2a. Boronic Acid;dtbpf;None;MeOH;56.04;106092.14
6-Iodoquinoline;2a. Boronic Acid;XPhos;None;MeOH;48.59;33678.51
6-Iodoquinoline;2a. Boronic Acid;dppf;None;MeOH;52.06;110842.88
6-Iodoquinoline;2a. Boronic Acid;Xantphos;None;MeOH;25.77;21512.54
6-Iodoquinoline;2a. Boronic Acid;None;None;MeOH;50.75;79441.84
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;NaOH;MeCN;34.3;1188693
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;NaOH;MeCN;78.03;26312946
6-triflatequinoline;2b. Boronic Ester;AmPhos;NaOH;MeCN;62.59;2992202.25
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;NaOH;MeCN;50.25;16016990
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;NaOH;MeCN;50.56;2143695.5
6-triflatequinoline;2b. Boronic Ester;CataCXium A;NaOH;MeCN;95.62;20831064
6-triflatequinoline;2b. Boronic Ester;SPhos;NaOH;MeCN;74.84;3752138
6-triflatequinoline;2b. Boronic Ester;dtbpf;NaOH;MeCN;33.52;9962443
6-triflatequinoline;2b. Boronic Ester;XPhos;NaOH;MeCN;67.97;3259340
6-triflatequinoline;2b. Boronic Ester;dppf;NaOH;MeCN;43.6;13738366
6-triflatequinoline;2b. Boronic Ester;Xantphos;NaOH;MeCN;14.53;655965.5
6-triflatequinoline;2b. Boronic Ester;None;NaOH;MeCN;16.95;8273786.5
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;NaHCO3;MeCN;44.24;2029660.75
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;NaHCO3;MeCN;87.31;28627232
6-triflatequinoline;2b. Boronic Ester;AmPhos;NaHCO3;MeCN;89.54;4703583
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;NaHCO3;MeCN;60.21;16669555
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;NaHCO3;MeCN;52.95;2238544
6-triflatequinoline;2b. Boronic Ester;CataCXium A;NaHCO3;MeCN;80.64;23130516
6-triflatequinoline;2b. Boronic Ester;SPhos;NaHCO3;MeCN;60.49;2566877.5
6-triflatequinoline;2b. Boronic Ester;dtbpf;NaHCO3;MeCN;35.46;7800648
6-triflatequinoline;2b. Boronic Ester;XPhos;NaHCO3;MeCN;50.2;2114907.25
6-triflatequinoline;2b. Boronic Ester;dppf;NaHCO3;MeCN;61.62;16562298
6-triflatequinoline;2b. Boronic Ester;Xantphos;NaHCO3;MeCN;7.68;326397.47
6-triflatequinoline;2b. Boronic Ester;None;NaHCO3;MeCN;27.95;12155128
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;CsF;MeCN;42.57;1648638.13
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;CsF;MeCN;83.05;24192474
6-triflatequinoline;2b. Boronic Ester;AmPhos;CsF;MeCN;88.28;4118012.75
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;CsF;MeCN;73.25;22692502
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;CsF;MeCN;69.46;3090727
6-triflatequinoline;2b. Boronic Ester;CataCXium A;CsF;MeCN;98.61;20899338
6-triflatequinoline;2b. Boronic Ester;SPhos;CsF;MeCN;68.95;3171364
6-triflatequinoline;2b. Boronic Ester;dtbpf;CsF;MeCN;49.28;9345295
6-triflatequinoline;2b. Boronic Ester;XPhos;CsF;MeCN;60.14;2798405
6-triflatequinoline;2b. Boronic Ester;dppf;CsF;MeCN;71.16;18851276
6-triflatequinoline;2b. Boronic Ester;Xantphos;CsF;MeCN;7.39;395117.19
6-triflatequinoline;2b. Boronic Ester;None;CsF;MeCN;25.76;9862645
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;K3PO4;MeCN;42.91;1846601.63
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;K3PO4;MeCN;74.45;22020588
6-triflatequinoline;2b. Boronic Ester;AmPhos;K3PO4;MeCN;84.23;4195850
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;K3PO4;MeCN;42.55;12309631
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;K3PO4;MeCN;58.61;2352723.5
6-triflatequinoline;2b. Boronic Ester;CataCXium A;K3PO4;MeCN;70.52;17088604
6-triflatequinoline;2b. Boronic Ester;SPhos;K3PO4;MeCN;61.21;3063348.5
6-triflatequinoline;2b. Boronic Ester;dtbpf;K3PO4;MeCN;46.7;9320348
6-triflatequinoline;2b. Boronic Ester;XPhos;K3PO4;MeCN;55.94;2515173.25
6-triflatequinoline;2b. Boronic Ester;dppf;K3PO4;MeCN;15.9;13155322
6-triflatequinoline;2b. Boronic Ester;Xantphos;K3PO4;MeCN;9.63;558870.81
6-triflatequinoline;2b. Boronic Ester;None;K3PO4;MeCN;36.22;12829759
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;KOH;MeCN;65.86;2809152.25
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;KOH;MeCN;91.46;26187628
6-triflatequinoline;2b. Boronic Ester;AmPhos;KOH;MeCN;90.4;3996821.5
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;KOH;MeCN;71.78;21751562
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;KOH;MeCN;71.66;3497573.5
6-triflatequinoline;2b. Boronic Ester;CataCXium A;KOH;MeCN;96.15;22429550
6-triflatequinoline;2b. Boronic Ester;SPhos;KOH;MeCN;84.76;4408667
6-triflatequinoline;2b. Boronic Ester;dtbpf;KOH;MeCN;49.19;10706128
6-triflatequinoline;2b. Boronic Ester;XPhos;KOH;MeCN;79.44;3989853.5
6-triflatequinoline;2b. Boronic Ester;dppf;KOH;MeCN;14.56;12815478
6-triflatequinoline;2b. Boronic Ester;Xantphos;KOH;MeCN;17.04;877733.44
6-triflatequinoline;2b. Boronic Ester;None;KOH;MeCN;25.63;10549781
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;LiOtBu;MeCN;72.9;3294831.5
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;LiOtBu;MeCN;95.86;28639610
6-triflatequinoline;2b. Boronic Ester;AmPhos;LiOtBu;MeCN;93.84;4423783
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;LiOtBu;MeCN;71.12;19474090
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;LiOtBu;MeCN;59.47;2849336
6-triflatequinoline;2b. Boronic Ester;CataCXium A;LiOtBu;MeCN;95.78;22087286
6-triflatequinoline;2b. Boronic Ester;SPhos;LiOtBu;MeCN;86.28;4316395.5
6-triflatequinoline;2b. Boronic Ester;dtbpf;LiOtBu;MeCN;51.04;10940668
6-triflatequinoline;2b. Boronic Ester;XPhos;LiOtBu;MeCN;60.54;3042411.25
6-triflatequinoline;2b. Boronic Ester;dppf;LiOtBu;MeCN;11.12;7890561
6-triflatequinoline;2b. Boronic Ester;Xantphos;LiOtBu;MeCN;23.54;1086328.25
6-triflatequinoline;2b. Boronic Ester;None;LiOtBu;MeCN;15.52;6966572
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;Et3N;MeCN;72.09;3030254.25
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;Et3N;MeCN;92.43;26956018
6-triflatequinoline;2b. Boronic Ester;AmPhos;Et3N;MeCN;92.49;4611865
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;Et3N;MeCN;58.64;17758396
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;Et3N;MeCN;49.79;2001913.63
6-triflatequinoline;2b. Boronic Ester;CataCXium A;Et3N;MeCN;95.36;16679042
6-triflatequinoline;2b. Boronic Ester;SPhos;Et3N;MeCN;70.77;3525511
6-triflatequinoline;2b. Boronic Ester;dtbpf;Et3N;MeCN;47.92;10486463
6-triflatequinoline;2b. Boronic Ester;XPhos;Et3N;MeCN;61.61;2868137.5
6-triflatequinoline;2b. Boronic Ester;dppf;Et3N;MeCN;12.88;8974897
6-triflatequinoline;2b. Boronic Ester;Xantphos;Et3N;MeCN;15.86;762089.06
6-triflatequinoline;2b. Boronic Ester;None;Et3N;MeCN;26.8;10160014
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;None;MeCN;80.99;3927785.5
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;None;MeCN;86.63;22582318
6-triflatequinoline;2b. Boronic Ester;AmPhos;None;MeCN;89.02;4224897.5
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;None;MeCN;44.82;11450795
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;None;MeCN;52.39;2425041.75
6-triflatequinoline;2b. Boronic Ester;CataCXium A;None;MeCN;97.25;19028356
6-triflatequinoline;2b. Boronic Ester;SPhos;None;MeCN;61.68;2873466.5
6-triflatequinoline;2b. Boronic Ester;dtbpf;None;MeCN;40.61;7412561
6-triflatequinoline;2b. Boronic Ester;XPhos;None;MeCN;49.48;2020857.88
6-triflatequinoline;2b. Boronic Ester;dppf;None;MeCN;15.88;12206543
6-triflatequinoline;2b. Boronic Ester;Xantphos;None;MeCN;8.52;447639.34
6-triflatequinoline;2b. Boronic Ester;None;None;MeCN;26.49;9582168
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;NaOH;THF;31.45;1506604
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;NaOH;THF;92.89;27222580
6-triflatequinoline;2b. Boronic Ester;AmPhos;NaOH;THF;23.2;1141436.13
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;NaOH;THF;66.25;17158398
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;NaOH;THF;32.29;1527131.88
6-triflatequinoline;2b. Boronic Ester;CataCXium A;NaOH;THF;26.8;5446783
6-triflatequinoline;2b. Boronic Ester;SPhos;NaOH;THF;90.94;5502791
6-triflatequinoline;2b. Boronic Ester;dtbpf;NaOH;THF;65.58;13743674
6-triflatequinoline;2b. Boronic Ester;XPhos;NaOH;THF;90;5110206
6-triflatequinoline;2b. Boronic Ester;dppf;NaOH;THF;6.38;5196786
6-triflatequinoline;2b. Boronic Ester;Xantphos;NaOH;THF;54.14;3109429.75
6-triflatequinoline;2b. Boronic Ester;None;NaOH;THF;40.08;13557370
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;NaHCO3;THF;35.1;1733809.63
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;NaHCO3;THF;96.16;30941186
6-triflatequinoline;2b. Boronic Ester;AmPhos;NaHCO3;THF;22.19;1244267.88
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;NaHCO3;THF;95.29;27168002
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;NaHCO3;THF;16.72;942480.63
6-triflatequinoline;2b. Boronic Ester;CataCXium A;NaHCO3;THF;30.07;6675445
6-triflatequinoline;2b. Boronic Ester;SPhos;NaHCO3;THF;76.37;4268873
6-triflatequinoline;2b. Boronic Ester;dtbpf;NaHCO3;THF;58.01;14812898
6-triflatequinoline;2b. Boronic Ester;XPhos;NaHCO3;THF;80.96;4863325.5
6-triflatequinoline;2b. Boronic Ester;dppf;NaHCO3;THF;14.14;10767332
6-triflatequinoline;2b. Boronic Ester;Xantphos;NaHCO3;THF;16.77;1102538.5
6-triflatequinoline;2b. Boronic Ester;None;NaHCO3;THF;29.4;11510415
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;CsF;THF;17.48;692199.19
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;CsF;THF;85.82;25756924
6-triflatequinoline;2b. Boronic Ester;AmPhos;CsF;THF;19.11;1047778.75
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;CsF;THF;95;27956920
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;CsF;THF;22.65;1328654
6-triflatequinoline;2b. Boronic Ester;CataCXium A;CsF;THF;37.69;8284892.5
6-triflatequinoline;2b. Boronic Ester;SPhos;CsF;THF;53.23;2946576.25
6-triflatequinoline;2b. Boronic Ester;dtbpf;CsF;THF;51.13;12319710
6-triflatequinoline;2b. Boronic Ester;XPhos;CsF;THF;70.51;4046734
6-triflatequinoline;2b. Boronic Ester;dppf;CsF;THF;69.09;15593590
6-triflatequinoline;2b. Boronic Ester;Xantphos;CsF;THF;12.06;838811.69
6-triflatequinoline;2b. Boronic Ester;None;CsF;THF;21.11;7098674
6-triflatequinoline;2b. Boronic Ester;P(tBu)3;K3PO4;THF;21.44;1298469.5
6-triflatequinoline;2b. Boronic Ester;P(Ph)3 ;K3PO4;THF;83.61;26143226
6-triflatequinoline;2b. Boronic Ester;AmPhos;K3PO4;THF;29.86;1526407.13
6-triflatequinoline;2b. Boronic Ester;P(Cy)3;K3PO4;THF;77.59;23789064
6-triflatequinoline;2b. Boronic Ester;P(o-Tol)3;K3PO4;THF;20.35;1175873
6-triflatequinoline;2b. Boronic Ester;CataCXium A;K3PO4;THF;31.69;7241506.5
6-triflatequinoline;2b. Boronic Ester;SPhos;K3PO4;THF;55.07;2985342
6-triflatequinoline;2b. Boronic Ester;dtbpf;K3PO4;THF;54.95;11921065
6-triflatequinoline;2b. Boronic Ester;XPhos;K3PO4;THF;65.8;3551089
6-triflatequinoline;2b. Boronic Ester;dppf;K3PO4;THF;12.54;8143929.5
6-triflatequinoline;2b. Boronic Ester;Xantphos;K3PO4;THF;10.97;891493.25
6-triflatequinoline;2b. Boronic Ester;None;K3PO4;THF;29.26;10294901
